quang.nguyen@raspberrypi:~ $ ping -6 -t 1 -I wpan0 ff07::abcd -s 500
PING ff07::abcd(ff07::abcd) from fdaa:fb3:4d49:1:8a41:7df0:abb3:3811 wpan0: 500 data bytes
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=43 ttl=64 time=195 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=44 ttl=64 time=258 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=45 ttl=64 time=161 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=45 ttl=64 time=259 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=45 ttl=64 time=459 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=46 ttl=64 time=200 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=46 ttl=64 time=371 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=47 ttl=64 time=184 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=47 ttl=64 time=217 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=47 ttl=64 time=374 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=47 ttl=64 time=554 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=48 ttl=64 time=140 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=48 ttl=64 time=209 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=48 ttl=64 time=381 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=48 ttl=64 time=555 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=52 ttl=64 time=232 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=52 ttl=64 time=403 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=52 ttl=64 time=579 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=53 ttl=64 time=237 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=53 ttl=64 time=259 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=53 ttl=64 time=453 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=54 ttl=64 time=306 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=54 ttl=64 time=483 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=55 ttl=64 time=153 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=55 ttl=64 time=248 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=55 ttl=64 time=422 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=55 ttl=64 time=541 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=56 ttl=64 time=176 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=56 ttl=64 time=267 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=56 ttl=64 time=429 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=57 ttl=64 time=306 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=57 ttl=64 time=409 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=58 ttl=64 time=278 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=58 ttl=64 time=326 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=58 ttl=64 time=534 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=59 ttl=64 time=385 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=59 ttl=64 time=486 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=59 ttl=64 time=676 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=60 ttl=64 time=354 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=61 ttl=64 time=216 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=61 ttl=64 time=272 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=61 ttl=64 time=439 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=62 ttl=64 time=180 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=62 ttl=64 time=311 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=62 ttl=64 time=473 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=63 ttl=64 time=191 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=63 ttl=64 time=231 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=63 ttl=64 time=427 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=63 ttl=64 time=598 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=64 ttl=64 time=185 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=64 ttl=64 time=221 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=64 ttl=64 time=406 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=64 ttl=64 time=574 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=65 ttl=64 time=184 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=65 ttl=64 time=324 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=65 ttl=64 time=521 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=66 ttl=64 time=342 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=66 ttl=64 time=532 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=69 ttl=64 time=183 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=69 ttl=64 time=287 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=69 ttl=64 time=446 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=69 ttl=64 time=659 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=70 ttl=64 time=112 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=71 ttl=64 time=303 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=71 ttl=64 time=481 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=72 ttl=64 time=185 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=72 ttl=64 time=330 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=72 ttl=64 time=522 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=73 ttl=64 time=246 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=73 ttl=64 time=270 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=73 ttl=64 time=514 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=74 ttl=64 time=163 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=74 ttl=64 time=243 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=74 ttl=64 time=631 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=74 ttl=64 time=636 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=75 ttl=64 time=238 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=75 ttl=64 time=418 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=76 ttl=64 time=196 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=77 ttl=64 time=385 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=78 ttl=64 time=288 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=78 ttl=64 time=322 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=78 ttl=64 time=516 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=78 ttl=64 time=710 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=79 ttl=64 time=119 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=80 ttl=64 time=179 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=80 ttl=64 time=314 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=80 ttl=64 time=507 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=81 ttl=64 time=191 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=81 ttl=64 time=460 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=82 ttl=64 time=186 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=82 ttl=64 time=221 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=82 ttl=64 time=379 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=82 ttl=64 time=539 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=83 ttl=64 time=291 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=83 ttl=64 time=387 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=83 ttl=64 time=562 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=84 ttl=64 time=165 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=84 ttl=64 time=271 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=84 ttl=64 time=445 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=85 ttl=64 time=243 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=85 ttl=64 time=376 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=86 ttl=64 time=208 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=86 ttl=64 time=269 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=86 ttl=64 time=469 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=87 ttl=64 time=109 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=88 ttl=64 time=168 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=88 ttl=64 time=272 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=88 ttl=64 time=538 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=88 ttl=64 time=590 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=89 ttl=64 time=153 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=93 ttl=64 time=262 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=93 ttl=64 time=473 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=94 ttl=64 time=341 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=95 ttl=64 time=288 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=95 ttl=64 time=326 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=95 ttl=64 time=505 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=96 ttl=64 time=192 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=96 ttl=64 time=241 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=96 ttl=64 time=554 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=97 ttl=64 time=140 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=97 ttl=64 time=211 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=97 ttl=64 time=399 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=97 ttl=64 time=518 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=98 ttl=64 time=260 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=99 ttl=64 time=459 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=99 ttl=64 time=621 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=100 ttl=64 time=402 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=101 ttl=64 time=363 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=102 ttl=64 time=245 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=103 ttl=64 time=243 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=103 ttl=64 time=323 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=103 ttl=64 time=387 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=103 ttl=64 time=569 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=104 ttl=64 time=177 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=104 ttl=64 time=231 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=104 ttl=64 time=341 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=104 ttl=64 time=469 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=106 ttl=64 time=216 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=106 ttl=64 time=264 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=109 ttl=64 time=370 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=109 ttl=64 time=381 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=109 ttl=64 time=507 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=110 ttl=64 time=300 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=110 ttl=64 time=489 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=111 ttl=64 time=235 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=111 ttl=64 time=300 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=111 ttl=64 time=412 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=112 ttl=64 time=319 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=113 ttl=64 time=208 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=113 ttl=64 time=298 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=113 ttl=64 time=431 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=114 ttl=64 time=173 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=114 ttl=64 time=283 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=114 ttl=64 time=511 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=115 ttl=64 time=254 ms
508 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=115 ttl=64 time=409 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=115 ttl=64 time=519 ms
508 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=116 ttl=64 time=319 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=116 ttl=64 time=354 ms
508 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=116 ttl=64 time=530 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=117 ttl=64 time=323 ms
508 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=118 ttl=64 time=222 ms
