quang.nguyen@raspberrypi:~ $ ping -6 -t 1 -I wpan0 ff07::abcd -s 100
PING ff07::abcd(ff07::abcd) from fdaa:fb3:4d49:1:8a41:7df0:abb3:3811 wpan0: 100 data bytes
108 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=64 ttl=64 time=58.7 ms
108 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=64 ttl=64 time=87.9 ms
108 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=64 ttl=64 time=152 ms
108 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=65 ttl=64 time=44.8 ms
108 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=65 ttl=64 time=60.7 ms
108 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=65 ttl=64 time=101 ms
108 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=65 ttl=64 time=185 ms
108 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=66 ttl=64 time=41.4 ms
108 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=66 ttl=64 time=56.2 ms
108 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=66 ttl=64 time=80.8 ms
108 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=66 ttl=64 time=128 ms
108 bytes from fd31:9326:2ca1:b79e:c357:29:54a3:d428: icmp_seq=67 ttl=64 time=28.1 ms
108 bytes from fd31:9326:2ca1:b79e:888d:275:6329:41cc: icmp_seq=67 ttl=64 time=104 ms
108 bytes from fd31:9326:2ca1:b79e:e776:b4ee:5770:d7b9: icmp_seq=67 ttl=64 time=135 ms
108 bytes from fd31:9326:2ca1:b79e:1189:91dc:7ca5:77c7: icmp_seq=67 ttl=64 time=171 ms
